"id","name","meaning","start_pos","end_pos","assumed_comma","type","default_value","cnab_line_id/id","notes","sending_dynamic_content","content_source_field","return_dynamic_content","content_dest_field","cnab_group_id/id"
"l10n_br_cnab_structure.cnab_itau_240_header_143_143","ARQUIVO-CÓDIGO","CÓDIGO REMESSA/RETORNO","143","143","0","num","1","l10n_br_cnab_structure.cnab_itau_240_header","1=REMESSA 2=RETORNO","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_header_144_151","DATA DE GERAÇÃO","DATA DE GERAÇÃO DO ARQUIVO","144","151","0","num","","l10n_br_cnab_structure.cnab_itau_240_header","DDMMAAAA","time.strftime(""%d%m%Y"")","","datetime.strptime(content,""%d%m%Y"")","cnab_date_file",""
"l10n_br_cnab_structure.cnab_itau_240_header_152_157","HORA DA GERAÇÃO","HORA DE GERAÇÃO DO ARQUIVO","152","157","0","num","","l10n_br_cnab_structure.cnab_itau_240_header","HHMMSS","time.strftime(""%H%M%S"")","","","",""
"l10n_br_cnab_structure.cnab_itau_240_header_158_166","ZEROS","COMPLEMENTO DE REGISTRO","158","166","0","num","","l10n_br_cnab_structure.cnab_itau_240_header","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_header_167_171","UNIDADE DE DENSIDADE","DENSIDADE DE GRAVAÇÃO DO ARQUIVO","167","171","0","num","","l10n_br_cnab_structure.cnab_itau_240_header","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_header_172_240","BRANCOS","COMPLEMENTO DE REGISTRO","172","240","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_header","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_1_3","CÓDIGO DO BANCO","CÓDIGO BANCO NA COMPENSAÇÃO","1","3","0","num","341","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","company_partner_bank_id.bank_id.code_bc","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_4_7","CÓDIGO DO LOTE","LOTE IDENTIFICAÇÃO DE PAGTOS","4","7","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","seq_batch","","","seq_number",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_8_8","TIPO DE REGISTRO","REGISTRO HEADER DE LOTE","8","8","0","num","1","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_9_9","TIPO DE OPERAÇÃO","TIPO DA OPERAÇÃO","9","9","0","alpha","C","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","C=CRÉDITO","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_10_11","TIPO DE PAGAMENTO","TIPO DE PAGTO","10","11","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","patment_type_code","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_12_13","FORMA DE PAGAMENTO","FORMA DE PAGAMENTO","12","13","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","payment_way_code","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_14_16","LAYOUT DO LOTE","N. DA VERSÃO DO LAYOUT DO LOTE","14","16","0","num","40","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_17_17","BRANCOS","COMPLEMENTO DE REGISTRO","17","17","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_18_18","EMPRESA – INSCRIÇÃO","TIPO INSCRIÇÃO EMPRESA DEBITADA","18","18","0","num","2","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","1 = CPF 2 = CNPJ","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_19_32","INSCRIÇÃO NÚMERO","CNPJ EMPRESA DEBITADA","19","32","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","company_id.cnpj_cpf","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_33_36","IDENTIFICAÇÃO DO LANÇAMENTO","IDENTIFICAÇÃO DO LANÇAMENTO NO EXTRATO DO FAVORECIDO","33","36","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_37_52","BRANCOS","COMPLEMENTO DE REGISTRO","37","52","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_53_57","AGÊNCIA","NÚMERO AGÊNCIA DEBITADA","53","57","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","company_partner_bank_id.bra_number","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_58_58","BRANCOS","COMPLEMENTO DE REGISTRO","58","58","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_59_70","CONTA","NÚMERO DE C/C DEBITADA","59","70","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","company_partner_bank_id.acc_number","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_71_71","BRANCOS","COMPLEMENTO DE REGISTRO","71","71","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_72_72","DAC","DAC DA AGÊNCIA/CONTA DEBITAD","72","72","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","company_partner_bank_id.acc_number_dig","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_73_102","NOME DA EMPRESA","NOME DA EMPRESA DEBITADA","73","102","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","company_id.legal_name","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_103_132","FINALIDADE DO LOTE","FINALIDADE DOS PAGTOS DO LOTE","103","132","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_133_142","HISTÓRICO DE C/C","COMPLEMENTO HISTÓRICO C/C DEBITADA","133","142","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_143_172","ENDEREÇO DA EMPRESA","NOME DA RUA, AV, PÇA, ETC...","143","172","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","company_id.street_name","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_173_177","NÚMERO","NÚMERO DO LOCAL","173","177","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","company_id.street_number","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_178_192","COMPLEMENTO.","CASA, APTO, SALA, ETC...","178","192","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","company_id.street2","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_193_212","CIDADE","NOME DA CIDADE","193","212","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","company_id.city_id.name","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_213_220","CEP","CEP","213","220","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","company_id.zip","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_221_222","ESTADO","SIGLA DO ESTADO","221","222","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","company_id.state_id.code","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_223_230","BRANCOS","COMPLEMENTO DE REGISTRO","223","230","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_header_231_240","OCORRÊNCIAS","CÓDIGO OCORRÊNCIAS P/RETORNO","231","240","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_1_3","CÓDIGO DO BANCO","CÓDIGO BANCO NA COMPENSAÇÃO","1","3","0","num","341","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","bank_code",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_4_7","CÓDIGO DO LOTE","LOTE DE SERVIÇO","4","7","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","seq_batch","","","batch_code",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_8_8","TIPO DE REGISTRO","REGISTRO DETALHE DE LOTE","8","8","0","num","3","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","record_type",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_9_13","NÚMERO DO REGISTRO","Nº SEQUENCIAL REGISTRO NO LOTE","9","13","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","seq_record_detail","","","seq_number",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_14_14","SEGMENTO","CÓDIGO SEGMENTO REG. DETALHE","14","14","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","segment_code","","","segment",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_15_17","TIPO DE MOVIMENTO","TIPO DE MOVIMENTO","15","17","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","move_type_code",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_18_20","CÂMARA","CÓDIGO DA CÂMARA CENTRALIZADORA","18","20","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","cnab_payment_way_id.clearinghouse_code","","centralizing_chamber_code",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_21_23","BANCO FAVORECIDO","CÓDIGO BANCO FAVORECIDO","21","23","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","partner_bank_id.bank_id.code_bc","","partner_bank_code",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_24_24b","ZEROS","COMPLEMENTO DE REGISTRO","24","24","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","","l10n_br_cnab_structure.cnab_line_field_group_1"
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_24_43c","CONTA","NÚMERO DA CONTA PAGAMENTO","24","43","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","NÃO INFORMAR NENHUM VALOR, A CONTA CORRENTE DEVE SER PREENCHIDA COM ZEROS QUANDO FOR CHAVE PIX","","","","","l10n_br_cnab_structure.cnab_line_field_group_4"
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_24_43","AGÊNCIA","NÚMERO AGÊNCIA CREDITADA","24","28","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","partner_bank_id.bra_number","","partner_bank_branch","l10n_br_cnab_structure.cnab_line_field_group_2"
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_25_28b","AGÊNCIA","NÚMERO AGÊNCIA CREDITADA","25","28","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","","l10n_br_cnab_structure.cnab_line_field_group_1"
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_29_29","BRANCOS","COMPLEMENTO DE REGISTRO","29","29","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","","l10n_br_cnab_structure.cnab_line_field_group_2"
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_29_29b","BRANCOS","COMPLEMENTO DE REGISTRO","29","29","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","","l10n_br_cnab_structure.cnab_line_field_group_1"
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_30_41","CONTA","NÚMERO DE C/C CREDITADA","30","41","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","partner_bank_id.acc_number","","partner_bank_account","l10n_br_cnab_structure.cnab_line_field_group_2"
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_30_35b","ZEROS","COMPLEMENTO DE REGISTRO","30","35","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","","l10n_br_cnab_structure.cnab_line_field_group_1"
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_36_41b","CONTA","NÚMERO DE C/C CREDITADA","36","41","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","","l10n_br_cnab_structure.cnab_line_field_group_1"
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_42_42b","BRANCOS","COMPLEMENTO DE REGISTRO","42","42","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","","l10n_br_cnab_structure.cnab_line_field_group_1"
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_42_42","BRANCOS","COMPLEMENTO DE REGISTRO","42","42","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","","l10n_br_cnab_structure.cnab_line_field_group_2"
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_43_43","DAC","DAC DA AGÊNCIA/CONTA CREDITADA","43","43","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","partner_bank_id.acc_number_dig","","partner_bank_account_dac","l10n_br_cnab_structure.cnab_line_field_group_2"
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_43_43b","DAC","DAC DA AGÊNCIA/CONTA CREDITADA","43","43","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","","l10n_br_cnab_structure.cnab_line_field_group_1"
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_44_73","NOME DO FAVORECIDO","NOME DO FAVORECIDO","44","73","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","cnab_beneficiary_name","","partner_name",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_74_93","SEU NÚMERO","Nº DOCTO ATRIBUÍDO PELA EMPRESA","74","93","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","name","","your_number",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_94_101","DATA DE PAGTO","DATA PREVISTA PARA PAGTO","94","101","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","DDMMAAAA","content.strftime(""%d%m%Y"") if content else time.strftime(""%d%m%Y"")","date","datetime.strptime(content,""%d%m%Y"") if content != ""00000000"" else False","expected_payment_date",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_102_104","MOEDA – TIPO","TIPO DA MOEDA","102","104","0","alpha","REA","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","currency_type",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_105_112","CÓDIGO ISPB","IDENTIFICAÇÃO DA INSTITUIÇÃO PARA O SPB","105","112","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_113_114","IDENTI. TRANSFERENCIA","CONTA PAGAMENTO / PIX","113","114","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","cnab_pix_transfer_type_id.code","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_115_119","ZEROS","COMPLEMENTO DE REGISTRO","115","119","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_120_134","VALOR DO PAGTO","VALOR PREVISTO DO PAGTO","120","134","2","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","amount_currency","","title_value",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_135_149","NOSSO NÚMERO","Nº DOCTO ATRIBUÍDO PELO BANCO","135","149","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","own_number",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_150_154","BRANCOS","COMPLEMENTO DE REGISTRO","150","154","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_155_162","DATA EFETIVA","DATA REAL EFETIVAÇÃO DO PAGTO","155","162","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","datetime.strptime(content,""%d%m%Y"") if content != ""00000000"" else False","real_payment_date",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_163_177","VALOR EFETIVO","VALOR REAL EFETIVAÇÃO DO PAGTO","163","177","2","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","payment_value",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_178_197","FINALIDADE DETALHE","INFORMAÇÃO COMPLEMENTAR P/ HIST. DE C/C","178","197","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","communication","","additional_info",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_198_203","N. DO DOCUMENTO","Nº DO DOC/TED/ OP/ CHEQUE NO RETORNO","198","203","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","company_title_identification",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_204_217","N. DE INSCRIÇÃO","N. DE INSCRIÇÃO DO FAVORECIDO (CPF/CNPJ)","204","217","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","partner_id.cnpj_cpf","","partner_document",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_218_219","FINALIDADE DOC E STATUS FUNCIONÁRIO","FINALIDADE DO DOC E STATUS DO FUNCIONÁRIO NA EMPRESA","218","219","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","doc_purpose",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_220_224","FINALIDADE TED","FINALIDADE DA TED","220","224","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","ted_finality_code","","ted_purpose",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_225_229","BRANCOS","COMPLEMENTO DE REGISTRO","225","229","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_230_230","AVISO","AVISO AO FAVORECIDO","230","230","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","partner_notification",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_231_242","OCORRÊNCIA 01","CÓDIGO OCORRÊNCIAS NO RETORNO","231","232","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","occurrence_code_1",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_233_234","OCORRÊNCIA 02","CÓDIGO OCORRÊNCIAS NO RETORNO","233","234","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","occurrence_code_2",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_235_246","OCORRÊNCIA 03","CÓDIGO OCORRÊNCIAS NO RETORNO","235","236","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","occurrence_code_3",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_237_248","OCORRÊNCIA 04","CÓDIGO OCORRÊNCIAS NO RETORNO","237","238","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","occurrence_code_4",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a_239_240","OCORRÊNCIA 05","CÓDIGO OCORRÊNCIAS NO RETORNO","239","240","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_a","","","","","occurrence_code_5",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b_1_3","CÓDIGO DO BANCO","CÓDIGO BANCO NA COMPENSAÇÃO","1","3","0","num","341","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b_4_7","CÓDIGO DO LOTE","LOTE DE SERVIÇO","4","7","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b","","seq_batch","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b_8_8","TIPO DE REGISTRO","REGISTRO DETALHE DO LOTE","8","8","0","num","3","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b_9_13","NÚMERO DO REGISTRO","Nº SEQUENCIAL REGISTRO NO LOTE","9","13","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b","","seq_record_detail","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b_14_14","CÓDIGO DO SEGMENTO","CÓDIGO SEGMENTO REG. DETALHE","14","14","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b","","segment_code","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b_15_16","TIPO CHAVE","TIPO IDENTIFICAÇÃO DE CHAVE PIX","15","16","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b","","","cnab_pix_type_id.code","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b_17_17","BRANCOS","COMPLEMENTO DE REGISTRO","17","17","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b_18_18","EMPRESA – INSCRIÇÃO","TIPO INSCRIÇÃO DO FAVORECIDO","18","18","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b","1 = CPF 2 = CNPJ","""2"" if content else ""1""","partner_id.is_company","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b_19_32","Nº DE INSCRIÇÃO","Nº DE INSCRIÇÃO DO FAVORECIDO (CPF/CNPJ)","19","32","0","num","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b","","","partner_id.cnpj_cpf","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b_33_62","BRANCOS","COMPLEMENTO DE REGISTRO","33","62","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b","","","","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b_63_127","INFORMAÇÕS ENTRE USUÁRIOS","INFORMAÇÃO ENTRE USUÁRIOS","63","127","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b","","","communication","","",""
"l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b_128_227","CHAVE PIX","CHAVE DE ENDEREÇAMENTO","128","227","0","alpha","","l10n_br_cnab_structure.cnab_itau_240_pagamentos_segmento_b","","","partner_pix_id.key","","",""
